brand,model,price,rating,os,ram_gb,cpu_brand,cpu_name,cpu_speed_ghz,cpu_gen,cpu_cores,cpu_threads,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,cpu_family,cpu_series,cpu_model_id,cpu_suffix,storage_gb,storage_type,secondary_storage,gpu_brand,gpu_name,gpu_vram_gb,gpu_type,gpu_series,gpu_model_id,display_size_inch,display_width_px,display_height_px,display_ppi,screen_resolution,is_touchscreen,has_ips_panel,has_retina_display,color,special_features,device_category,ram_type,warranty,weight,rating_review_text,total_processors,execution_units,energy_eff_units,low_power_cores,graphics_integrated,source_file
,HP Pavilion Plus ‎16-ab0456TX Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graphics),"₹1,24,999",72.0,Windows 11 OS,16 GB DDR4 RAM,,,,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",,,,,,,,,1 TB SSD,,,,6 GB NVIDIA GeForce RTX 3050,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),"₹50,490",54.0,Windows 11 OS,16 GB DDR4 RAM,,,,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Gaming 3 82K101LJIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹52,400",65.0,Windows 11 OS,16 GB DDR4 RAM,,,,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce GTX 1650,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹66,990",50.0,Windows 11 OS,16 GB DDR4 RAM,,,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,1 TB SSD,,,,Intel UHD Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,03,990",72.0,Windows 11 OS,16 GB DDR5 RAM,,,,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",,,,,,,,,1 TB SSD,,,,6 GB NVIDIA GeForce RTX 4050,,,,,"16.1 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook Pro 15 OLED M6500QC-LK751WS Laptop (Ryzen 7 5800HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹76,990",63.0,Windows 11 OS,16 GB DDR4 RAM,,,,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",,,,,,,,,1 TB SSD,,,,4 GB NVIDIA GeForce RTX 3050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,MSI Vector GP68 HX 13VG-214IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,84,990",77.0,Windows 11 OS,16 GB DDR5 RAM,,,,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",,,,,,,,,1 TB SSD,,,,8 GB NVIDIA GeForce RTX 4070,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook Go 14 E1404FA-NK547WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),"₹43,990",56.0,Windows 11 OS,16 GB LPDDR5 RAM,,,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon AMD,,,,,"14 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Yoga 7 82YL008HIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹91,190",68.0,Windows 11 OS,16 GB LPDDR5 RAM,,,,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",,,,,,,,,512 GB SSD,,,,Integrated Intel Iris Xe Graphics,,,,,"14 inches, 1920 x 1200 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹32,790",51.0,Windows 11 OS,8 GB LPDDR5 RAM,,,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon AMD,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook 15X OLED M3504YA-LK552WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win11 Home),"₹55,990",61.0,Windows 11 OS,16 GB DDR4 RAM,,,,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",,,,,,,,,1 TB SSD,,,,Intel Iris Xe Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,32,190",79.0,Windows 11 OS,16 GB DDR5 RAM,,,,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",,,,,,,,,1 TB SSD,,,,8 GB NVIDIA GeForce RTX 4060,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹40,990",57.0,Windows 11 OS,16 GB DDR4 RAM,,,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated UHD,,,,,"16 inches, 1920 x 1200 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,MSI Thin GF63 11SC-1629IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹44,990",61.0,Windows 11 OS,16 GB DDR4 RAM,,,,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce GTX 1650 Max Q,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,2 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook 15X OLED M3504YA-LK741WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),"₹62,950",62.0,Windows 11 OS,16 GB DDR4 RAM,,,,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,Integrated AMD Radeon Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad 3 15IAU7 82RK00WXIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹32,990",53.0,Windows 11 OS,8 GB DDR4 RAM,,,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",,,,,,,,,256 GB SSD,,,,Intel UHD Graphics ,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),"₹32,290",51.0,Windows 11 OS,8 GB LPDDR5 RAM,,,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon 610M,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus BR1100CKA-GJ0746W Laptop (Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),"₹16,490",,Windows 11 OS,8 GB DDR4 RAM,,,,Intel Celeron  N4500,Dual Core,,,,,,,,,128 GB SSD,,,,Intel UHD Graphics,,,,,"11.6 inches, 1366 x 768 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook 16X K3605ZU-MB542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹75,000",66.0,Windows 11 OS,16 GB DDR4 RAM,,,,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",,,,,,,,,512 GB SSD,,,,6 GB NVIDIA Geforce RTX 4050,,,,,"16 inches, 1920 x 1200 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook 16X K3605VU-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹89,990",64.0,Windows 11 OS,16 GB DDR4 RAM,,,,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",,,,,,,,,512 GB SSD,,,,6 GB NVIDIA Geforce RTX 4050,,,,,"16 inches, 1920 x 1200 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹62,999",63.0,Windows 11 OS,8 GB DDR4 RAM,,,,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 2050 ,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook Go 14 E1404FA-NK543WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),"₹45,890",53.0,Windows 11 OS,16 GB LPDDR5 RAM,,,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon AMD,,,,,"14 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹33,900",56.0,Windows 11 OS,8 GB DDR4 RAM,,,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated,,,,,"15.6 inches, 1366 x 768 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Gaming 3 82SB00V5IN Laptop (AMD Ryzen 7 6800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹66,990",64.0,Windows 11 OS,8 GB DDR4 RAM,,,,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 3050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Acer Aspire Lite 15 2023 AL15-51 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹53,499",60.0,Windows 11 OS,16 GB DDR4 RAM,,,,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",,,,,,,,,1 TB SSD,,,,Intel Iris Xe Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Yoga 7 82YL0095IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹91,190",70.0,Windows 11 OS,16 GB LPDDR5 RAM,,,,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",,,,,,,,,1 TB SSD,,,,Integrated Intel Iris Xe Graphics,,,,,"14 inches, 2880 x 1800 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop (Ryzen 7 5800HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹73,990",60.0,Windows 11 OS,16 GB DDR4 RAM,,,,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 3050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),"₹22,490",,Chrome OS,8 GB LPDDR4X RAM,,,,Intel Celeron N4500,"Dual Core, 2 Threads",,,,,,,,,64 GB SSD,,,,Intel Integrated UHD,,,,,"14 inches, 1080 x 1920 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook Go 14 E410KA-EK013W Laptop (Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),"₹23,990",,Windows OS,8 GB DDR4 RAM,,,,Intel   N4500,"Dual Core, 2 Threads",,,,,,,,,256 GB SSD,,,,Intel Integrated UHD,,,,,"14 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹54,490",53.0,Windows 11 OS,8 GB LPDDR5 RAM,,,,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",,,,,,,,,256 GB SSD,,,,Intel UHD Graphics,,,,,"14 inches, 1920 x 1200 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹48,490",59.0,Windows 11 OS,8 GB DDR4 RAM,,,,5th Gen AMD Ryzen 5 5500H,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 2050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),"₹13,990",,Windows 11 OS,4 GB DDR4 RAM,,,,Intel Celeron  N4020,"Dual Core, 2 Threads",,,,,,,,,128 GB SSD,,,,Intel Integrated UHD Graphics,,,,,"14.1 inches, 1366 x 768 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹36,490",54.0,Windows 11 OS,8 GB DDR4 RAM,,,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",,,,,,,,,512 GB SSD,,,,Intel UHD Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Zebronics Pro Series Z ZEB-NBC 4S 2023 Laptop (12th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),"₹31,990",62.0,Windows 11 OS,8 GB DDR4 RAM,,,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP Omen 17-ck2011TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹3,39,999",,Windows 11  OS,32 GB DDR5 RAM,,,,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",,,,,,,,,1 TB SSD,,,,16 GB NVIDIA GeForce RTX 4090 ,,,,,"17.3 inches, 2560 x 1440 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),"₹11,990",,1 Year Warranty,4 GB LPDDR4 RAM,,,,MediaTek MT8183,Octa Core,,,,,,,,,64 GB Hard Disk,,,,ARM Mali G72,,,,,"11.6 inches, 1366 x 768 pixels",,,,,,,,,,,,2 USB 3.0 Ports,,,,,,,,laptop.csv
,Acer Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹65,990",60.0,Windows 11 OS,16 GB DDR5 RAM,,,,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 2050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Acer One 11 Z8-284 UN.013SI.032 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),"₹19,990",,Windows 11 OS,8 GB DDR4 RAM,,,,Intel Celeron N4500,"Dual Core, 2 Threads",,,,,,,,,256 GB SSD,,,,Intel Integrated UHD,,,,,"11.6 inches, 1366 x 768 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),"₹40,990",66.0,Windows 11 OS,16 GB DDR4 RAM,,,,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹49,990",57.0,Windows 11 OS,8 GB DDR4 RAM,,,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated UHD,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Acer Nitro V ANV15-51 NH.QNASI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹63,990",59.0,Windows 11 OS,8 GB DDR5 RAM,,,,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 2050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Ultimus Lite NU14U4INC54BN-CS Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),"₹15,990",,Windows 11 OS,8 GB DDR4 RAM,,,,Intel Celeron  N4020,"Dual Core, 2 Threads",,,,,,,,,256 GB SSD,,,,Intel Integrated UHD Graphics,,,,,"14.1 inches, 1366 x 768 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP Pavilion Plus ‎14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11),"₹88,990",69.0,Windows 11 OS,16 GB LPDDR5x RAM,,,,7th Gen Amd Ryzen 7 7840H,"Octa Core, 16 Threads",,,,,,,,,1 TB SSD,,,,AMD Radeon 780M Graphics,,,,,"14 inches, 2880 x 1800 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),"₹1,51,990",75.0,Windows 11 OS,16 GB DDR5 RAM,,,,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",,,,,,,,,512 GB SSD,,,,8 GB NVIDIA GeForce RTX 4060,,,,,"17.3 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP Omen 16-u0022TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,61,445",74.0,Windows 11 OS,16 GB DDR5 RAM,,,,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",,,,,,,,,512 GB SSD,,,,6 GB NVIDIA GeForce RTX 4050,,,,,"16.1 inches, 2560 x 1600 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Yoga Slim 6 14IRH8 83E00015IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹80,990",54.0,Windows 11 OS,16 GB LPDDR5X RAM,,,,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",,,,,,,,,1 TB SSD,,,,Intel Integrated Iris Xe,,,,,"14 inches, 1920 x 1200 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹80,190",53.0,Windows 11 OS,16 GB LPDDR5 RAM,,,,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated Iris Xe,,,,,"14 inches, 1920 x 1200 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Pro 5 83AQ005SIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,09,190",60.0,Windows 11  OS,16 GB LPDDR5 RAM,,,,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",,,,,,,,,1 TB SSD,,,,6 GB NVIDIA GeForce RTX 3050,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,3 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Gaming 3 82K2027CIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹51,990",62.0,Windows 11 OS,8 GB DDR4 RAM,,,,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 2050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus TUF Gaming F17 FX706HF-HX019W Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹64,990",62.0,Windows 11 OS,16 GB DDR4 RAM,,,,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 2050,,,,,"17.3 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹73,990",60.0,Windows 11 OS,16 GB LPDDR4X RAM,,,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated Iris Xe,,,,,"14 inches, 1920 x 1200 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),"₹37,990",52.0,Windows 11 OS,8 GB DDR4 RAM,,,,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Acer One 11 Z8-284 UN.013SI.033 Laptop ( Intel Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),"₹17,990",,Windows 11 OS,8 GB DDR4 RAM,,,,Intel Celeron N4500,"Dual Core, 2 Threads",,,,,,,,,128 GB SSD,,,,Intel Integrated UHD,,,,,"11.6 inches, 1366 x 768 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP 15s-fy5006TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹35,999",53.0,Windows 11 OS,8 GB DDR4 RAM,,,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated UHD,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Dell Inspiron 5430 IN5430FR0KC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹59,290",50.0,Windows 11 OS,8 GB LPDDR5  RAM,,,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,Intel Iris Xe Graphics,,,,,"14 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Yoga Slim 6 14IRH8 83E00007IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,06,000",55.0,Windows 11 OS,16 GB LPDDR5X RAM,,,,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated Iris Xe,,,,,"14 inches, 1920 x 1200 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad 1 82VG00ESIN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),"₹39,790",52.0,Windows 11 OS,8 GB LPDDR5 RAM,,,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon 610M,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Legion Pro 5 82WM00B7IN Gaming Laptop ( AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,64,190",,Windows 11 OS,16 GB DDR5 RAM,,,,7th Gen AMD Ryzen 7 7745HX,"Octa Core, 16 Threads",,,,,,,,,1 TB SSD,,,,8 GB NVIDIA GeForce RTX 4070,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Legion Pro 7 2023 82WQ007TIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),"₹2,98,990",,Windows 11 OS,32 GB DDR5 RAM,,,,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",,,,,,,,,1 TB SSD,,,,12 GB NVIDIA Geforce RTX 4080,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
